ar,kvartal,diagnoskapitel_kod,diagnoskapitel_text,antal,andel,antal_kvinnor,andel_kvinnor,antal_man,andel_man
2010,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1276,1.26,822,1.31,454,1.18
2010,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,31383,31,21333,33.9,10050,26.1
2010,3,G00-G99,Sjukdomar i nervsystemet,4046,3.99,2522,4.01,1524,3.96
2010,3,H00-H59,Sjukdomar i ögat och närliggande organ,495,0.49,229,0.36,266,0.69
2010,3,H60-H95,Sjukdomar i örat och mastoidutskottet,546,0.54,350,0.56,196,0.51
2010,3,I00-I99,Cirkulationsorganens sjukdomar,5194,5.13,1964,3.13,3230,8.39
2010,3,J00-J99,Andningsorganens sjukdomar,1490,1.47,945,1.5,545,1.42
2010,3,K00-K93,Matsmältningsorganens sjukdomar,1834,1.81,977,1.55,857,2.23
2010,3,L00-L99,Hudens och underhudens sjukdomar,699,0.69,407,0.65,292,0.76
2010,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,24195,23.9,14784,23.5,9411,24.5
2010,3,N00-N99,Sjukdomar i urin- och könsorganen,1186,1.17,749,1.19,437,1.14
2010,3,O00-O99,"Graviditet, förlossning och barnsängstid",2829,2.79,2829,4.5,-,-
2010,3,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2010,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",224,0.22,133,0.21,91,0.24
2010,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",2375,2.34,1542,2.45,833,2.16
2010,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",8178,8.07,3499,5.57,4679,12.2
2010,3,U00-U99,Koder för särskilda ändamål,-,-,-,-,-,-
2010,3,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2010,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1008,0.99,568,0.9,440,1.14
2010,3,-00--99,Saknas/Okänd,4720,4.66,3053,4.86,1667,4.33
2010,4,Samtliga,Samtliga,111512,100,69466,100,42046,100
2010,4,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,662,0.59,343,0.49,319,0.76
2010,4,C00-D48,Tumörer,8832,7.92,5747,8.27,3085,7.34
2010,4,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,279,0.25,169,0.24,110,0.26
2010,4,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1404,1.26,896,1.29,508,1.21
2010,4,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,36247,32.5,25092,36.1,11155,26.5
2010,4,G00-G99,Sjukdomar i nervsystemet,4290,3.85,2657,3.82,1633,3.88
2010,4,H00-H59,Sjukdomar i ögat och närliggande organ,518,0.46,244,0.35,274,0.65
2010,4,H60-H95,Sjukdomar i örat och mastoidutskottet,555,0.5,335,0.48,220,0.52
2010,4,I00-I99,Cirkulationsorganens sjukdomar,5345,4.79,2033,2.93,3312,7.88
2010,4,J00-J99,Andningsorganens sjukdomar,1523,1.37,930,1.34,593,1.41
2010,4,K00-K93,Matsmältningsorganens sjukdomar,1968,1.76,1026,1.48,942,2.24
2010,4,L00-L99,Hudens och underhudens sjukdomar,744,0.67,426,0.61,318,0.76
2010,4,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,27701,24.8,16581,23.9,11120,26.4
2010,4,N00-N99,Sjukdomar i urin- och könsorganen,1164,1.04,688,0.99,476,1.13
2010,4,O00-O99,"Graviditet, förlossning och barnsängstid",2877,2.58,2877,4.14,-,-
2010,4,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2010,4,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",252,0.23,152,0.22,100,0.24
2010,4,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",2467,2.21,1617,2.33,850,2.02
2010,4,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",9186,8.24,4271,6.15,4915,11.7
2010,4,U00-U99,Koder för särskilda ändamål,-,-,-,-,-,-
2010,4,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2010,4,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1167,1.05,656,0.94,511,1.22
2010,4,-00--99,Saknas/Okänd,4293,3.85,2708,3.9,1585,3.77
2011,1,Samtliga,Samtliga,118422,100,75258,100,43164,100
2011,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,700,0.59,371,0.49,329,0.76
2011,1,C00-D48,Tumörer,9207,7.77,5978,7.94,3229,7.48
2011,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,304,0.26,189,0.25,115,0.27
2011,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1474,1.24,956,1.27,518,1.2
2011,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,38532,32.5,26972,35.8,11560,26.8
2011,1,G00-G99,Sjukdomar i nervsystemet,4498,3.8,2810,3.73,1688,3.91
2011,1,H00-H59,Sjukdomar i ögat och närliggande organ,496,0.42,236,0.31,260,0.6
2011,1,H60-H95,Sjukdomar i örat och mastoidutskottet,602,0.51,387,0.51,215,0.5
2011,1,I00-I99,Cirkulationsorganens sjukdomar,5432,4.59,2120,2.82,3312,7.67
2011,1,J00-J99,Andningsorganens sjukdomar,1672,1.41,1047,1.39,625,1.45
2011,1,K00-K93,Matsmältningsorganens sjukdomar,1930,1.63,1060,1.41,870,2.02
2011,1,L00-L99,Hudens och underhudens sjukdomar,713,0.6,405,0.54,308,0.71
2011,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,29070,24.5,17864,23.7,11206,26
2011,1,N00-N99,Sjukdomar i urin- och könsorganen,1325,1.12,827,1.1,498,1.15
2011,1,O00-O99,"Graviditet, förlossning och barnsängstid",3198,2.7,3198,4.25,-,-
2011,1,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2011,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",265,0.22,168,0.22,97,0.22
2011,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",2768,2.34,1833,2.44,935,2.17
2011,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10341,8.73,5146,6.84,5195,12
2011,1,U00-U99,Koder för särskilda ändamål,-,-,-,-,-,-
2011,1,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2011,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1200,1.01,702,0.93,498,1.15
2011,1,-00--99,Saknas/Okänd,4663,3.94,2976,3.95,1687,3.91
2011,2,Samtliga,Samtliga,111601,100,70175,100,41426,100
2011,2,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,618,0.55,339,0.48,279,0.67
2011,2,C00-D48,Tumörer,8793,7.88,5657,8.06,3136,7.57
2011,2,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,306,0.27,200,0.29,106,0.26
2011,2,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1284,1.15,847,1.21,437,1.05
2011,2,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,37370,33.5,26005,37.1,11365,27.4
2011,2,G00-G99,Sjukdomar i nervsystemet,4395,3.94,2761,3.93,1634,3.94
2011,2,H00-H59,Sjukdomar i ögat och närliggande organ,472,0.42,224,0.32,248,0.6
2011,2,H60-H95,Sjukdomar i örat och mastoidutskottet,546,0.49,365,0.52,181,0.44
2011,2,I00-I99,Cirkulationsorganens sjukdomar,5285,4.74,2019,2.88,3266,7.88
2011,2,J00-J99,Andningsorganens sjukdomar,1151,1.03,706,1.01,445,1.07
2011,2,K00-K93,Matsmältningsorganens sjukdomar,1851,1.66,1058,1.51,793,1.91
2011,2,L00-L99,Hudens och underhudens sjukdomar,704,0.63,400,0.57,304,0.73
2011,2,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,27723,24.8,17118,24.4,10605,25.6
2011,2,N00-N99,Sjukdomar i urin- och könsorganen,1168,1.05,667,0.95,501,1.21
2011,2,O00-O99,"Graviditet, förlossning och barnsängstid",2557,2.29,2557,3.64,-,-
2011,2,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2011,2,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",294,0.26,183,0.26,111,0.27
2011,2,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",2589,2.32,1722,2.45,867,2.09
2011,2,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",9132,8.18,4034,5.75,5098,12.3
2011,2,U00-U99,Koder för särskilda ändamål,..,..,-,-,..,..
2011,2,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,13,0.03
2011,2,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1100,0.99,629,0.9,471,1.14
2011,2,-00--99,Saknas/Okänd,4234,3.79,2672,3.81,1562,3.77
2011,3,Samtliga,Samtliga,115090,100,73105,100,41985,100
2011,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,777,0.68,443,0.61,334,0.8
2011,3,C00-D48,Tumörer,8950,7.78,5802,7.94,3148,7.5
2011,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,292,0.25,184,0.25,108,0.26
2011,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1436,1.25,990,1.35,446,1.06
2011,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,38564,33.5,26846,36.7,11718,27.9
2011,3,G00-G99,Sjukdomar i nervsystemet,4570,3.97,2878,3.94,1692,4.03
2011,3,H00-H59,Sjukdomar i ögat och närliggande organ,503,0.44,238,0.33,265,0.63
2011,3,H60-H95,Sjukdomar i örat och mastoidutskottet,567,0.49,370,0.51,197,0.47
2011,3,I00-I99,Cirkulationsorganens sjukdomar,5366,4.66,2064,2.82,3302,7.86
2011,3,J00-J99,Andningsorganens sjukdomar,1609,1.4,1001,1.37,608,1.45
2011,3,K00-K93,Matsmältningsorganens sjukdomar,1997,1.74,1094,1.5,903,2.15
2011,3,L00-L99,Hudens och underhudens sjukdomar,741,0.64,437,0.6,304,0.72
2011,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,27824,24.2,17502,23.9,10322,24.6
2011,3,N00-N99,Sjukdomar i urin- och könsorganen,1234,1.07,753,1.03,481,1.15
2011,3,O00-O99,"Graviditet, förlossning och barnsängstid",2885,2.51,2885,3.95,-,-
2011,3,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2011,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",275,0.24,181,0.25,94,0.22
2011,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",2789,2.42,1841,2.52,948,2.26
2011,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",8956,7.78,3953,5.41,5003,11.9
2011,3,U00-U99,Koder för särskilda ändamål,-,-,-,-,-,-
2011,3,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2011,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1182,1.03,691,0.95,491,1.17
2011,3,-00--99,Saknas/Okänd,4532,3.94,2936,4.02,1596,3.8
2011,4,Samtliga,Samtliga,127520,100,81233,100,46287,100
2011,4,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,765,0.6,412,0.51,353,0.76
2011,4,C00-D48,Tumörer,9031,7.08,5839,7.19,3192,6.9
2011,4,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,319,0.25,200,0.25,119,0.26
2011,4,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1448,1.14,951,1.17,497,1.07
2011,4,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,44559,34.9,31359,38.6,13200,28.5
2011,4,G00-G99,Sjukdomar i nervsystemet,5081,3.98,3168,3.9,1913,4.13
2011,4,H00-H59,Sjukdomar i ögat och närliggande organ,550,0.43,264,0.32,286,0.62
2011,4,H60-H95,Sjukdomar i örat och mastoidutskottet,638,0.5,394,0.49,244,0.53
2011,4,I00-I99,Cirkulationsorganens sjukdomar,5696,4.47,2210,2.72,3486,7.53
2011,4,J00-J99,Andningsorganens sjukdomar,1862,1.46,1194,1.47,668,1.44
2011,4,K00-K93,Matsmältningsorganens sjukdomar,2239,1.76,1243,1.53,996,2.15
2011,4,L00-L99,Hudens och underhudens sjukdomar,797,0.63,468,0.58,329,0.71
2011,4,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,31505,24.7,19470,24,12035,26
2011,4,N00-N99,Sjukdomar i urin- och könsorganen,1319,1.03,770,0.95,549,1.19
2011,4,O00-O99,"Graviditet, förlossning och barnsängstid",3063,2.4,3063,3.77,-,-
2011,4,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2011,4,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",336,0.26,224,0.28,112,0.24
2011,4,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",3002,2.35,1980,2.44,1022,2.21
2011,4,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",9411,7.38,4274,5.26,5137,11.1
2011,4,U00-U99,Koder för särskilda ändamål,-,-,-,-,-,-
2011,4,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2011,4,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1319,1.03,784,0.97,535,1.16
2011,4,-00--99,Saknas/Okänd,4543,3.56,2949,3.63,1594,3.44
2012,1,Samtliga,Samtliga,132782,100,85583,100,47199,100
2012,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,764,0.58,435,0.51,329,0.7
2012,1,C00-D48,Tumörer,9280,6.99,6078,7.1,3202,6.78
2012,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,325,0.24,210,0.25,115,0.24
2012,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1522,1.15,994,1.16,528,1.12
2012,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,46605,35.1,32998,38.6,13607,28.8
2012,1,G00-G99,Sjukdomar i nervsystemet,5049,3.8,3145,3.67,1904,4.03
2012,1,H00-H59,Sjukdomar i ögat och närliggande organ,556,0.42,291,0.34,265,0.56
2012,1,H60-H95,Sjukdomar i örat och mastoidutskottet,640,0.48,384,0.45,256,0.54
2012,1,I00-I99,Cirkulationsorganens sjukdomar,5781,4.35,2251,2.63,3530,7.48
2012,1,J00-J99,Andningsorganens sjukdomar,2020,1.52,1313,1.53,707,1.5
2012,1,K00-K93,Matsmältningsorganens sjukdomar,2281,1.72,1276,1.49,1005,2.13
2012,1,L00-L99,Hudens och underhudens sjukdomar,801,0.6,478,0.56,323,0.68
2012,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,32213,24.3,20085,23.5,12128,25.7
2012,1,N00-N99,Sjukdomar i urin- och könsorganen,1361,1.02,840,0.98,521,1.1
2012,1,O00-O99,"Graviditet, förlossning och barnsängstid",3460,2.61,3460,4.04,-,-
2012,1,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2012,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",336,0.25,227,0.27,109,0.23
2012,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",3150,2.37,2105,2.46,1045,2.21
2012,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10199,7.68,4911,5.74,5288,11.2
2012,1,U00-U99,Koder för särskilda ändamål,-,-,-,-,-,-
2012,1,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2012,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1367,1.03,811,0.95,556,1.18
2012,1,-00--99,Saknas/Okänd,5037,3.79,3273,3.82,1764,3.74
2012,2,Samtliga,Samtliga,127652,100,81432,100,46220,100
2012,2,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,688,0.54,370,0.45,318,0.69
2012,2,C00-D48,Tumörer,9174,7.19,5909,7.26,3265,7.06
2012,2,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,321,0.25,198,0.24,123,0.27
2012,2,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1380,1.08,920,1.13,460,1
2012,2,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,45991,36,32372,39.8,13619,29.5
2012,2,G00-G99,Sjukdomar i nervsystemet,4942,3.87,3147,3.86,1795,3.88
2012,2,H00-H59,Sjukdomar i ögat och närliggande organ,534,0.42,256,0.31,278,0.6
2012,2,H60-H95,Sjukdomar i örat och mastoidutskottet,574,0.45,360,0.44,214,0.46
2012,2,I00-I99,Cirkulationsorganens sjukdomar,5657,4.43,2153,2.64,3504,7.58
2012,2,J00-J99,Andningsorganens sjukdomar,1294,1.01,806,0.99,488,1.06
2012,2,K00-K93,Matsmältningsorganens sjukdomar,2072,1.62,1156,1.42,916,1.98
2012,2,L00-L99,Hudens och underhudens sjukdomar,769,0.6,455,0.56,314,0.68
2012,2,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,31360,24.6,19547,24,11813,25.6
2012,2,N00-N99,Sjukdomar i urin- och könsorganen,1273,1,743,0.91,530,1.15
2012,2,O00-O99,"Graviditet, förlossning och barnsängstid",2854,2.24,2854,3.5,-,-
2012,2,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2012,2,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",331,0.26,216,0.27,115,0.25
2012,2,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",2957,2.32,1988,2.44,969,2.1
2012,2,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",9483,7.43,4222,5.18,5261,11.4
2012,2,U00-U99,Koder för särskilda ändamål,-,-,-,-,-,-
2012,2,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2012,2,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1265,0.99,714,0.88,551,1.19
2012,2,-00--99,Saknas/Okänd,4704,3.69,3033,3.72,1671,3.62
2012,3,Samtliga,Samtliga,128888,100,82920,100,45968,100
2012,3,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,783,0.61,420,0.51,363,0.79
2012,3,C00-D48,Tumörer,9160,7.11,5921,7.14,3239,7.05
2012,3,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,333,0.26,219,0.26,114,0.25
2012,3,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1495,1.16,978,1.18,517,1.12
2012,3,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,46611,36.2,32858,39.6,13753,29.9
2012,3,G00-G99,Sjukdomar i nervsystemet,5046,3.92,3184,3.84,1862,4.05
2012,3,H00-H59,Sjukdomar i ögat och närliggande organ,570,0.44,287,0.35,283,0.62
2012,3,H60-H95,Sjukdomar i örat och mastoidutskottet,615,0.48,384,0.46,231,0.5
2012,3,I00-I99,Cirkulationsorganens sjukdomar,5617,4.36,2181,2.63,3436,7.47
2012,3,J00-J99,Andningsorganens sjukdomar,1542,1.2,984,1.19,558,1.21
2012,3,K00-K93,Matsmältningsorganens sjukdomar,2187,1.7,1244,1.5,943,2.05
2012,3,L00-L99,Hudens och underhudens sjukdomar,813,0.63,469,0.57,344,0.75
2012,3,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,30943,24,19660,23.7,11283,24.5
2012,3,N00-N99,Sjukdomar i urin- och könsorganen,1291,1,779,0.94,512,1.11
2012,3,O00-O99,"Graviditet, förlossning och barnsängstid",3058,2.37,3058,3.69,-,-
2012,3,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2012,3,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",338,0.26,229,0.28,109,0.24
2012,3,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",3065,2.38,2092,2.52,973,2.12
2012,3,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",9545,7.41,4286,5.17,5259,11.4
2012,3,U00-U99,Koder för särskilda ändamål,..,..,-,-,..,..
2012,3,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2012,3,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1178,0.91,680,0.82,498,1.08
2012,3,-00--99,Saknas/Okänd,4664,3.62,2988,3.6,1676,3.65
2012,4,Samtliga,Samtliga,138092,100,88356,100,49736,100
2012,4,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,1,0,1,0,370,0.74
2012,4,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,849,0.61,1,0,370,0.74
2012,4,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,1,0,479,0.54,370,0.74
2012,4,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,849,0.61,479,0.54,370,0.74
2012,4,C00-D48,Tumörer,9404,6.81,6088,6.89,3316,6.67
2012,4,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,335,0.24,217,0.25,118,0.24
2012,4,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1506,1.09,1004,1.14,502,1.01
2012,4,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,50606,36.6,35723,40.4,14883,29.9
2012,4,G00-G99,Sjukdomar i nervsystemet,5283,3.83,3348,3.79,1935,3.89
2012,4,H00-H59,Sjukdomar i ögat och närliggande organ,606,0.44,308,0.35,298,0.6
2012,4,H60-H95,Sjukdomar i örat och mastoidutskottet,601,0.44,372,0.42,229,0.46
2012,4,I00-I99,Cirkulationsorganens sjukdomar,5814,4.21,2204,2.49,3610,7.26
2012,4,J00-J99,Andningsorganens sjukdomar,1867,1.35,1193,1.35,674,1.36
2012,4,K00-K93,Matsmältningsorganens sjukdomar,2260,1.64,1236,1.4,1024,2.06
2012,4,L00-L99,Hudens och underhudens sjukdomar,813,0.59,474,0.54,339,0.68
2012,4,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,33879,24.5,20864,23.6,13015,26.2
2012,4,N00-N99,Sjukdomar i urin- och könsorganen,1409,1.02,845,0.96,564,1.13
2012,4,O00-O99,"Graviditet, förlossning och barnsängstid",3330,2.41,3330,3.77,-,-
2012,4,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2012,4,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",373,0.27,249,0.28,124,0.25
2012,4,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",3250,2.35,2193,2.48,1057,2.13
2012,4,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",10246,7.42,4713,5.33,5533,11.1
2012,4,U00-U99,Koder för särskilda ändamål,-,-,-,-,-,-
2012,4,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,..,..
2012,4,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1272,0.92,733,0.83,539,1.08
2012,4,-00--99,Saknas/Okänd,4351,3.15,2760,3.12,1591,3.2
2013,1,Samtliga,Samtliga,143444,100,92616,100,50828,100
2013,1,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,772,0.54,434,0.47,338,0.66
2013,1,C00-D48,Tumörer,9438,6.58,6129,6.62,3309,6.51
2013,1,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,349,0.24,223,0.24,126,0.25
2013,1,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1522,1.06,1037,1.12,485,0.95
2013,1,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,53156,37.1,37666,40.7,15490,30.5
2013,1,G00-G99,Sjukdomar i nervsystemet,5381,3.75,3412,3.68,1969,3.87
2013,1,H00-H59,Sjukdomar i ögat och närliggande organ,588,0.41,284,0.31,304,0.6
2013,1,H60-H95,Sjukdomar i örat och mastoidutskottet,692,0.48,448,0.48,244,0.48
2013,1,I00-I99,Cirkulationsorganens sjukdomar,5825,4.06,2258,2.44,3567,7.02
2013,1,J00-J99,Andningsorganens sjukdomar,1894,1.32,1188,1.28,706,1.39
2013,1,K00-K93,Matsmältningsorganens sjukdomar,2333,1.63,1298,1.4,1035,2.04
2013,1,L00-L99,Hudens och underhudens sjukdomar,852,0.59,508,0.55,344,0.68
2013,1,M00-M99,Sjukdomar i muskuloskeletala systemet och bindväven,34316,23.9,21211,22.9,13105,25.8
2013,1,N00-N99,Sjukdomar i urin- och könsorganen,1435,1,860,0.93,575,1.13
2013,1,O00-O99,"Graviditet, förlossning och barnsängstid",3832,2.67,3832,4.14,-,-
2013,1,P00-P96,Vissa perinatala tillstånd,..,..,..,..,..,..
2013,1,Q00-Q99,"Medfödda missbildningar, deformiteter och kromosomavvikelser",402,0.28,279,0.3,123,0.24
2013,1,R00-R99,"Symtom, sjukdomstecken och onormala kliniska fynd och laboratoriefynd som ej klassificeras annorstädes",3484,2.43,2379,2.57,1105,2.17
2013,1,S00-T98,"Skador, förgiftningar och vissa andra följder av yttre orsaker",11052,7.7,5380,5.81,5672,11.2
2013,1,U00-U99,Koder för särskilda ändamål,..,..,-,-,..,..
2013,1,V01-Y98,Yttre orsaker till sjukdom och död,..,..,..,..,12,0.02
2013,1,Z00-Z99,Faktorer av betydelse för hälsotillståndet och för kontakter med hälso- och sjukvården,1283,0.89,739,0.8,544,1.07
2013,1,-00--99,Saknas/Okänd,4807,3.35,3038,3.28,1769,3.48
2013,2,Samtliga,Samtliga,136437,100,88320,100,48117,100
2013,2,A00-B99,Vissa infektionssjukdomar och parasitsjukdomar,692,0.51,410,0.46,282,0.59
2013,2,C00-D48,Tumörer,9317,6.83,6017,6.81,3300,6.86
2013,2,D50-D89,Sjukdomar i blod och blodbildande organ samt vissa rubbningar i immunsystemet,312,0.23,195,0.22,117,0.24
2013,2,E00-E90,"Endokrina sjukdomar, nutritionsrubbningar och ämnesomsättningssjukdomar",1365,1,915,1.04,450,0.94
2013,2,F00-F99,Psykiska sjukdomar och syndrom samt beteendestörningar,51848,38,37042,41.9,14806,30.8
2013,2,G00-G99,Sjukdomar i nervsystemet,5304,3.89,3405,3.86,1899,3.95
2013,2,H00-H59,Sjukdomar i ögat och närliggande organ,585,0.43,283,0.32,302,0.63
2013,2,H60-H95,Sjukdomar i örat och mastoidutskottet,556,0.41,364,0.41,192,0.4
2013,2,I00-I99,Cirkulationsorganens sjukdomar,5610,4.11,2193,2.48,3417,7.1
2013,2,J00-J99,Andningsorganens sjukdomar,1326,0.97,817,0.93,509,1.06
